site,player,stat,line,sport,matched,reason,bestOddsLine,bestOddsPlayerNorm,matchType,altDelta
prizepicks,Jaylen Wells,pra,30.5,NBA,N,no_candidate,,,,
prizepicks,GG Jackson,pra,29.5,NBA,N,line_diff,25,gg jackson,,
prizepicks,GG Jackson,points_rebounds,27.5,NBA,N,line_diff,22.5,gg jackson,,
prizepicks,Jaylen Wells,points_rebounds,27.5,NBA,N,line_diff,17.5,jaylen wells,,
prizepicks,Jarace Walker,pra,24.5,NBA,N,line_diff,30,jarace walker,,
prizepicks,Taylor Hendricks,pra,24.5,NBA,N,no_candidate,,,,
prizepicks,Jay Huff,pra,22.5,NBA,N,no_candidate,,,,
prizepicks,Jaylen Wells,points,22.5,NBA,N,line_diff,13.5,jaylen wells,,
prizepicks,Kam Jones,pra,22.5,NBA,N,no_candidate,,,,
prizepicks,Jarace Walker,points_rebounds,21.5,NBA,N,line_diff,26.5,jarace walker,,
prizepicks,Jay Huff,points_rebounds,21.5,NBA,N,line_diff,17.5,jay huff,,
prizepicks,Cam Spencer,pra,20.5,NBA,N,line_diff,19,cam spencer,,
prizepicks,Jarace Walker,points_assists,20.5,NBA,N,line_diff,22.5,jarace walker,,
prizepicks,Kam Jones,points_assists,20.5,NBA,N,no_candidate,,,,
prizepicks,Kobe Brown,pra,18.5,NBA,N,no_candidate,,,,
prizepicks,Scotty Pippen,points_assists,18.5,NBA,Y,ok,18.5,scotty pippen,main,0.00
prizepicks,Walter Clayton,points_assists,18.5,NBA,N,line_diff,15.5,walter clayton,,
prizepicks,Cam Spencer,points_assists,16.5,NBA,Y,ok,16.5,cam spencer,main,0.00
prizepicks,Jarace Walker,points,16.5,NBA,N,line_diff,18.5,jarace walker,,
prizepicks,Jay Huff,points_assists,16.5,NBA,N,no_candidate,,,,
prizepicks,Kobe Brown,points_rebounds,16.5,NBA,N,line_diff,18.5,kobe brown,,
prizepicks,T.J. McConnell,pra,16.5,NBA,N,no_candidate,,,,
prizepicks,Ben Sheppard,pra,15.5,NBA,N,no_candidate,,,,
prizepicks,Kam Jones,points,13.5,NBA,N,no_candidate,,,,
prizepicks,GG Jackson,rebounds_assists,11.5,NBA,N,line_diff,7.5,gg jackson,,
prizepicks,Kobe Brown,points,11.5,NBA,Y,ok,11.5,kobe brown,main,0.00
prizepicks,Walter Clayton,rebounds_assists,11.5,NBA,N,line_diff,7.5,walter clayton,,
prizepicks,Micah Potter,points,10.5,NBA,N,no_candidate,,,,
prizepicks,Cam Spencer,rebounds_assists,8.5,NBA,N,line_diff,7.5,cam spencer,,
prizepicks,Jarace Walker,rebounds_assists,7.5,NBA,N,line_diff,11.5,jarace walker,,
prizepicks,Ben Sheppard,rebounds_assists,3.5,NBA,N,line_diff,5.5,ben sheppard,,
prizepicks,Scotty Pippen,rebounds,3.5,NBA,Y,ok,3.5,scotty pippen,main,0.00
prizepicks,Taylor Hendricks,threes,3.5,NBA,N,line_diff,1.5,taylor hendricks,,
prizepicks,Kobe Brown,threes,1.5,NBA,N,juice,1.5,kobe brown,,
prizepicks,Kam Jones,threes,0.5,NBA,N,no_candidate,,,,
prizepicks,Jalen Johnson + Jerami Grant,points,42.5,NBA,N,no_candidate,,,,
prizepicks,Jalen Johnson + Jrue Holiday,points,40.5,NBA,N,no_candidate,,,,
prizepicks,Jalen Johnson,pra,39.5,NBA,N,line_diff,41,jalen johnson,,
prizepicks,Nickeil Alexander-Walker + Jerami Grant,points,38.5,NBA,N,no_candidate,,,,
prizepicks,Nickeil Alexander-Walker + Jrue Holiday,points,36.5,NBA,N,no_candidate,,,,
prizepicks,Jalen Johnson,points_rebounds,31.5,NBA,N,line_diff,33.5,jalen johnson,,
prizepicks,Donovan Clingan,pra,30.5,NBA,N,no_candidate,,,,
prizepicks,Jrue Holiday,pra,29.5,NBA,Y,ok,29,jrue holiday,main,0.00
prizepicks,Jalen Johnson,points_assists,28.5,NBA,N,line_diff,30.5,jalen johnson,,
prizepicks,Donovan Clingan,points_rebounds,27.5,NBA,Y,ok,27.5,donovan clingan,main,0.00
