site,player,stat,line,sport,matched,reason,bestOddsLine,bestOddsPlayerNorm,matchType,altDelta
underdog,Cade Cunningham,points,25.5,NBA,Y,ok,25.5,cade cunningham,main,0.00
underdog,James Harden,points,21.5,NBA,N,line_diff,20.5,james harden,,
underdog,James Harden,points,34.5,NBA,N,line_diff,20.5,james harden,,
underdog,Cade Cunningham,points,41.5,NBA,N,line_diff,25.5,cade cunningham,,
underdog,Cade Cunningham,rebounds,6.5,NBA,Y,ok,6.5,cade cunningham,main,0.00
underdog,James Harden,rebounds,4.5,NBA,Y,ok,4.5,james harden,main,0.00
underdog,James Harden,assists,7.5,NBA,Y,ok,7.5,james harden,main,0.00
underdog,Cade Cunningham,assists,9.5,NBA,Y,ok,9.5,cade cunningham,main,0.00
underdog,James Harden,points,12.5,NBA,N,line_diff,20.5,james harden,,
underdog,Cade Cunningham,points,16.5,NBA,N,line_diff,25.5,cade cunningham,,
underdog,James Harden,points,26.5,NBA,N,line_diff,20.5,james harden,,
underdog,Cade Cunningham,points,31.5,NBA,N,line_diff,25.5,cade cunningham,,
underdog,James Harden,points,29.5,NBA,N,line_diff,20.5,james harden,,
underdog,Cade Cunningham,points,35.5,NBA,N,line_diff,25.5,cade cunningham,,
underdog,Cade Cunningham,points,6.5,NBA,N,line_diff,25.5,cade cunningham,,
underdog,James Harden,points,5.5,NBA,N,line_diff,20.5,james harden,,
underdog,James Harden,points,8.5,NBA,N,line_diff,20.5,james harden,,
underdog,Cade Cunningham,points,9.5,NBA,N,line_diff,25.5,cade cunningham,,
underdog,James Harden,points,39.85,NBA,N,line_diff,20.5,james harden,,
underdog,Cade Cunningham,points,52.55,NBA,N,line_diff,25.5,cade cunningham,,
underdog,James Harden,steals,1.5,NBA,N,no_candidate,,,,
underdog,Cade Cunningham,steals,1.5,NBA,Y,ok,1.5,cade cunningham,main,0.00
underdog,James Harden,points,9.5,NBA,N,line_diff,20.5,james harden,,
underdog,Cade Cunningham,points,11.5,NBA,N,line_diff,25.5,cade cunningham,,
underdog,Cade Cunningham,points,4.5,NBA,N,line_diff,25.5,cade cunningham,,
underdog,James Harden,points,16.5,NBA,N,line_diff,20.5,james harden,,
underdog,Cade Cunningham,points,20.5,NBA,N,line_diff,25.5,cade cunningham,,
underdog,James Harden,points,7.5,NBA,N,line_diff,20.5,james harden,,
underdog,Cade Cunningham,points,6.5,NBA,N,line_diff,25.5,cade cunningham,,
underdog,Cade Cunningham,points,20.5,NBA,N,line_diff,25.5,cade cunningham,,
underdog,James Harden,points,15.5,NBA,N,line_diff,20.5,james harden,,
underdog,Evan Mobley,points,16.5,NBA,Y,ok,16.5,evan mobley,main,0.00
underdog,Evan Mobley,points,28.5,NBA,N,line_diff,16.5,evan mobley,,
underdog,Evan Mobley,rebounds,8.5,NBA,Y,ok,8.5,evan mobley,main,0.00
underdog,Evan Mobley,assists,2.5,NBA,N,line_diff,3.5,evan mobley,,
underdog,Evan Mobley,points,11.5,NBA,N,line_diff,16.5,evan mobley,,
underdog,Evan Mobley,points,25.5,NBA,N,line_diff,16.5,evan mobley,,
underdog,Evan Mobley,points,19.5,NBA,N,line_diff,16.5,evan mobley,,
underdog,Evan Mobley,points,3.5,NBA,N,line_diff,16.5,evan mobley,,
underdog,Evan Mobley,points,6.5,NBA,N,line_diff,16.5,evan mobley,,
underdog,Evan Mobley,points,36.75,NBA,N,line_diff,16.5,evan mobley,,
underdog,Evan Mobley,blocks,1.5,NBA,Y,ok,1.5,evan mobley,main,0.00
underdog,Evan Mobley,points,3.5,NBA,N,line_diff,16.5,evan mobley,,
underdog,Ausar Thompson,points,9.5,NBA,Y,ok,9.5,ausar thompson,main,0.00
underdog,Jarrett Allen,points,16.5,NBA,Y,ok,16.5,jarrett allen,main,0.00
underdog,Tobias Harris,points,13.5,NBA,Y,ok,13.5,tobias harris,main,0.00
underdog,Tobias Harris,points,20.5,NBA,N,line_diff,13.5,tobias harris,,
underdog,Jarrett Allen,points,27.5,NBA,N,line_diff,16.5,jarrett allen,,
underdog,Ausar Thompson,points,17.5,NBA,N,line_diff,9.5,ausar thompson,,
underdog,Tobias Harris,rebounds,5.5,NBA,Y,ok,5.5,tobias harris,main,0.00
underdog,Jarrett Allen,rebounds,9.5,NBA,Y,ok,9.5,jarrett allen,main,0.00
underdog,Ausar Thompson,rebounds,5.5,NBA,Y,ok,5.5,ausar thompson,main,0.00
underdog,Jarrett Allen,assists,1.5,NBA,N,no_candidate,,,,
underdog,Tobias Harris,assists,2.5,NBA,N,juice,2.5,tobias harris,,
underdog,Ausar Thompson,assists,2.5,NBA,Y,ok,2.5,ausar thompson,main,0.00
underdog,Jarrett Allen,points,11.5,NBA,N,line_diff,16.5,jarrett allen,,
underdog,Ausar Thompson,points,8.5,NBA,N,line_diff,9.5,ausar thompson,,
underdog,Jarrett Allen,points,4.5,NBA,N,line_diff,16.5,jarrett allen,,
underdog,Tobias Harris,points,3.5,NBA,N,line_diff,13.5,tobias harris,,
