site,player,stat,line,sport,matched,reason,bestOddsLine,bestOddsPlayerNorm,matchType,altDelta
underdog,Kevin Durant,points,23.5,NBA,Y,ok,23.5,kevin durant,main,0.00
underdog,Kevin Durant,points,33.5,NBA,N,line_diff,23.5,kevin durant,,
underdog,Kevin Durant,rebounds,5.5,NBA,Y,ok,5.5,kevin durant,main,0.00
underdog,Kevin Durant,assists,4.5,NBA,Y,ok,4.5,kevin durant,main,0.00
underdog,Kevin Durant,points,9.5,NBA,N,line_diff,23.5,kevin durant,,
underdog,Kevin Durant,points,28.5,NBA,N,line_diff,23.5,kevin durant,,
underdog,Kevin Durant,points,28.5,NBA,N,line_diff,23.5,kevin durant,,
underdog,Kevin Durant,points,6.5,NBA,N,line_diff,23.5,kevin durant,,
underdog,Kevin Durant,points,9.5,NBA,N,line_diff,23.5,kevin durant,,
underdog,Kevin Durant,points,39.45,NBA,N,line_diff,23.5,kevin durant,,
underdog,Kevin Durant,points,4.5,NBA,N,line_diff,23.5,kevin durant,,
underdog,Kevin Durant,points,12.5,NBA,N,line_diff,23.5,kevin durant,,
underdog,Kevin Durant,points,17.5,NBA,N,line_diff,23.5,kevin durant,,
underdog,Kevin Durant,points,3.5,NBA,N,line_diff,23.5,kevin durant,,
underdog,Kevin Durant,points,4.5,NBA,N,line_diff,23.5,kevin durant,,
underdog,Kevin Durant,points,5.5,NBA,N,line_diff,23.5,kevin durant,,
underdog,Kevin Durant,points,17.5,NBA,N,line_diff,23.5,kevin durant,,
underdog,Alperen Sengun,points,19.5,NBA,Y,ok,19.5,alperen sengun,main,0.00
underdog,Alperen Sengun,points,34.5,NBA,N,line_diff,19.5,alperen sengun,,
underdog,Alperen Sengun,rebounds,9.5,NBA,Y,ok,9.5,alperen sengun,main,0.00
underdog,Alperen Sengun,assists,6.5,NBA,N,line_diff,5.5,alperen sengun,,
underdog,Alperen Sengun,points,15.5,NBA,N,line_diff,19.5,alperen sengun,,
underdog,Alperen Sengun,points,29.5,NBA,N,line_diff,19.5,alperen sengun,,
underdog,Alperen Sengun,points,25.5,NBA,N,line_diff,19.5,alperen sengun,,
underdog,Alperen Sengun,points,4.5,NBA,N,line_diff,19.5,alperen sengun,,
underdog,Alperen Sengun,points,8.5,NBA,N,line_diff,19.5,alperen sengun,,
underdog,Alperen Sengun,points,43.85,NBA,N,line_diff,19.5,alperen sengun,,
underdog,Alperen Sengun,steals,1.5,NBA,N,no_candidate,,,,
underdog,Alperen Sengun,points,5.5,NBA,N,line_diff,19.5,alperen sengun,,
underdog,Alperen Sengun,points,18.5,NBA,N,line_diff,19.5,alperen sengun,,
underdog,Alperen Sengun,points,4.5,NBA,N,line_diff,19.5,alperen sengun,,
underdog,Alperen Sengun,points,3.5,NBA,N,line_diff,19.5,alperen sengun,,
underdog,Alperen Sengun,points,14.5,NBA,N,line_diff,19.5,alperen sengun,,
underdog,Dorian Finney-Smith,points,5.5,NBA,N,no_candidate,,,,
underdog,Clint Capela,points,4.5,NBA,Y,ok,4.5,clint capela,main,0.00
underdog,Clint Capela,points,11.5,NBA,N,line_diff,4.5,clint capela,,
underdog,Dorian Finney-Smith,rebounds,2.5,NBA,N,no_candidate,,,,
underdog,Clint Capela,rebounds,5.5,NBA,Y,ok,5.5,clint capela,main,0.00
underdog,Reed Sheppard,points,16.5,NBA,Y,ok,16.5,reed sheppard,main,0.00
underdog,Reed Sheppard,points,24.5,NBA,N,line_diff,16.5,reed sheppard,,
underdog,Reed Sheppard,rebounds,3.5,NBA,Y,ok,3.5,reed sheppard,main,0.00
underdog,Reed Sheppard,assists,3.5,NBA,Y,ok,3.5,reed sheppard,main,0.00
underdog,Reed Sheppard,points,3.5,NBA,N,line_diff,16.5,reed sheppard,,
underdog,Reed Sheppard,points,7.5,NBA,N,line_diff,16.5,reed sheppard,,
underdog,Reed Sheppard,points,20.5,NBA,N,line_diff,16.5,reed sheppard,,
underdog,Reed Sheppard,points,21.5,NBA,N,line_diff,16.5,reed sheppard,,
underdog,Reed Sheppard,points,4.5,NBA,N,line_diff,16.5,reed sheppard,,
underdog,Reed Sheppard,steals,1.5,NBA,N,no_candidate,,,,
underdog,Reed Sheppard,points,8.5,NBA,N,line_diff,16.5,reed sheppard,,
underdog,Bub Carrington,points,8.5,NBA,Y,ok,8.5,bub carrington,main,0.00
underdog,Amen Thompson,points,16.5,NBA,Y,ok,16.5,amen thompson,main,0.00
underdog,Bub Carrington,points,16.5,NBA,N,line_diff,8.5,bub carrington,,
underdog,Amen Thompson,points,29.5,NBA,N,line_diff,16.5,amen thompson,,
underdog,Bub Carrington,rebounds,3.5,NBA,Y,ok,3.5,bub carrington,main,0.00
underdog,Amen Thompson,rebounds,7.5,NBA,Y,ok,7.5,amen thompson,main,0.00
underdog,Amen Thompson,assists,4.5,NBA,N,line_diff,5.5,amen thompson,,
underdog,Bub Carrington,assists,3.5,NBA,N,line_diff,4.5,bub carrington,,
underdog,Amen Thompson,points,13.5,NBA,N,line_diff,16.5,amen thompson,,
underdog,Amen Thompson,points,24.5,NBA,N,line_diff,16.5,amen thompson,,
underdog,Amen Thompson,points,21.5,NBA,N,line_diff,16.5,amen thompson,,
underdog,Amen Thompson,points,4.5,NBA,N,line_diff,16.5,amen thompson,,
underdog,Amen Thompson,points,8.5,NBA,N,line_diff,16.5,amen thompson,,
underdog,Amen Thompson,points,38.85,NBA,N,line_diff,16.5,amen thompson,,
underdog,Amen Thompson,steals,1.5,NBA,N,no_candidate,,,,
underdog,Amen Thompson,points,3.5,NBA,N,line_diff,16.5,amen thompson,,
underdog,Amen Thompson,points,15.5,NBA,N,line_diff,16.5,amen thompson,,
underdog,Amen Thompson,points,3.5,NBA,N,line_diff,16.5,amen thompson,,
underdog,Bub Carrington,points,4.5,NBA,N,line_diff,8.5,bub carrington,,
underdog,Tari Eason,points,13.5,NBA,Y,ok,13.5,tari eason,main,0.00
underdog,Bilal Coulibaly,points,9.5,NBA,Y,ok,9.5,bilal coulibaly,main,0.00
underdog,Bilal Coulibaly,points,15.5,NBA,N,line_diff,9.5,bilal coulibaly,,
underdog,Tari Eason,points,23.5,NBA,N,line_diff,13.5,tari eason,,
underdog,Bilal Coulibaly,rebounds,3.5,NBA,Y,ok,3.5,bilal coulibaly,main,0.00
underdog,Tari Eason,rebounds,7.5,NBA,Y,ok,7.5,tari eason,main,0.00
underdog,Tari Eason,assists,2.5,NBA,N,line_diff,1.5,tari eason,,
underdog,Bilal Coulibaly,assists,1.5,NBA,N,no_candidate,,,,
underdog,Tari Eason,points,9.5,NBA,N,line_diff,13.5,tari eason,,
underdog,Tari Eason,points,21.5,NBA,N,line_diff,13.5,tari eason,,
underdog,Tari Eason,points,3.5,NBA,N,line_diff,13.5,tari eason,,
underdog,Tari Eason,steals,1.5,NBA,N,no_candidate,,,,
underdog,Bilal Coulibaly,steals,1.5,NBA,N,no_candidate,,,,
underdog,Tari Eason,points,5.5,NBA,N,line_diff,13.5,tari eason,,
underdog,Tre Johnson,points,11.5,NBA,Y,ok,11.5,tre johnson,main,0.00
underdog,Kyshawn George,points,11.5,NBA,Y,ok,11.5,kyshawn george,main,0.00
underdog,Justin Champagnie,points,9.5,NBA,N,no_candidate,,,,
underdog,Juju Reese,points,9.5,NBA,N,no_candidate,,,,
underdog,Josh Okogie,points,4.5,NBA,N,no_candidate,,,,
underdog,Will Riley,points,13.5,NBA,N,no_candidate,,,,
underdog,Will Riley,points,20.5,NBA,N,no_candidate,,,,
underdog,Josh Okogie,points,9.5,NBA,N,no_candidate,,,,
underdog,Tre Johnson,points,15.5,NBA,N,line_diff,11.5,tre johnson,,
underdog,Kyshawn George,points,16.5,NBA,N,line_diff,11.5,kyshawn george,,
underdog,Juju Reese,points,18.5,NBA,N,no_candidate,,,,
underdog,Justin Champagnie,points,16.5,NBA,N,no_candidate,,,,
underdog,Kyshawn George,rebounds,3.5,NBA,Y,ok,3.5,kyshawn george,main,0.00
underdog,Josh Okogie,rebounds,2.5,NBA,N,no_candidate,,,,
underdog,Will Riley,rebounds,4.5,NBA,Y,ok,4.5,will riley,main,0.00
underdog,Tre Johnson,rebounds,1.5,NBA,N,no_candidate,,,,
underdog,Juju Reese,rebounds,6.5,NBA,N,no_candidate,,,,
underdog,Justin Champagnie,rebounds,5.5,NBA,N,no_candidate,,,,
underdog,Will Riley,assists,2.5,NBA,N,no_candidate,,,,
underdog,Juju Reese,assists,1.5,NBA,N,no_candidate,,,,
underdog,Tre Johnson,assists,1.5,NBA,N,no_candidate,,,,
underdog,Kyshawn George,assists,2.5,NBA,N,no_candidate,,,,
underdog,Justin Champagnie,assists,1.5,NBA,N,no_candidate,,,,
underdog,Will Riley,points,7.5,NBA,N,no_candidate,,,,
underdog,Juju Reese,points,8.5,NBA,N,no_candidate,,,,
underdog,Kyshawn George,points,3.5,NBA,N,line_diff,11.5,kyshawn george,,
underdog,Tre Johnson,points,3.5,NBA,N,line_diff,11.5,tre johnson,,
underdog,Will Riley,points,4.5,NBA,N,no_candidate,,,,
underdog,Tre Johnson,points,4.5,NBA,N,line_diff,11.5,tre johnson,,
underdog,Kyshawn George,points,4.5,NBA,N,line_diff,11.5,kyshawn george,,
underdog,Giannis Antetokounmpo,points,19.5,NBA,N,line_diff,20.5,giannis antetokounmpo,,
underdog,Giannis Antetokounmpo,points,32.5,NBA,N,line_diff,20.5,giannis antetokounmpo,,
underdog,Giannis Antetokounmpo,rebounds,7.5,NBA,Y,ok,7.5,giannis antetokounmpo,main,0.00
underdog,Giannis Antetokounmpo,assists,3.5,NBA,Y,ok,3.5,giannis antetokounmpo,main,0.00
underdog,Giannis Antetokounmpo,points,11.5,NBA,N,line_diff,20.5,giannis antetokounmpo,,
underdog,Giannis Antetokounmpo,points,28.5,NBA,N,line_diff,20.5,giannis antetokounmpo,,
underdog,Giannis Antetokounmpo,points,24.5,NBA,N,line_diff,20.5,giannis antetokounmpo,,
underdog,Giannis Antetokounmpo,points,5.5,NBA,N,line_diff,20.5,giannis antetokounmpo,,
underdog,Giannis Antetokounmpo,points,7.5,NBA,N,line_diff,20.5,giannis antetokounmpo,,
underdog,Giannis Antetokounmpo,points,34.35,NBA,N,line_diff,20.5,giannis antetokounmpo,,
underdog,Giannis Antetokounmpo,points,4.5,NBA,N,line_diff,20.5,giannis antetokounmpo,,
underdog,Derrick White,points,20.5,NBA,Y,ok,20.5,derrick white,main,0.00
underdog,Kyle Kuzma,points,9.5,NBA,Y,ok,9.5,kyle kuzma,main,0.00
underdog,Derrick White,points,32.5,NBA,N,line_diff,20.5,derrick white,,
underdog,Kyle Kuzma,points,15.5,NBA,N,line_diff,9.5,kyle kuzma,,
underdog,Derrick White,rebounds,4.5,NBA,Y,ok,4.5,derrick white,main,0.00
underdog,Kyle Kuzma,rebounds,3.5,NBA,Y,ok,3.5,kyle kuzma,main,0.00
underdog,Kyle Kuzma,assists,1.5,NBA,Y,ok,1.5,kyle kuzma,main,0.00
underdog,Derrick White,assists,6.5,NBA,Y,ok,6.5,derrick white,main,0.00
underdog,Derrick White,points,3.5,NBA,N,line_diff,20.5,derrick white,,
underdog,Derrick White,points,11.5,NBA,N,line_diff,20.5,derrick white,,
underdog,Derrick White,points,25.5,NBA,N,line_diff,20.5,derrick white,,
underdog,Derrick White,points,27.5,NBA,N,line_diff,20.5,derrick white,,
underdog,Derrick White,points,4.5,NBA,N,line_diff,20.5,derrick white,,
underdog,Derrick White,points,7.5,NBA,N,line_diff,20.5,derrick white,,
underdog,Derrick White,points,40.95,NBA,N,line_diff,20.5,derrick white,,
underdog,Derrick White,steals,1.5,NBA,N,no_candidate,,,,
underdog,Derrick White,blocks,1.5,NBA,N,juice,1.5,derrick white,,
underdog,Derrick White,points,9.5,NBA,N,line_diff,20.5,derrick white,,
underdog,Derrick White,points,16.5,NBA,N,line_diff,20.5,derrick white,,
underdog,Derrick White,points,3.5,NBA,N,line_diff,20.5,derrick white,,
underdog,Derrick White,points,8.5,NBA,N,line_diff,20.5,derrick white,,
underdog,Derrick White,points,16.5,NBA,N,line_diff,20.5,derrick white,,
underdog,Cam Thomas,points,9.5,NBA,Y,ok,9.5,cam thomas,main,0.00
underdog,Myles Turner,points,9.5,NBA,Y,ok,9.5,myles turner,main,0.00
underdog,Nikola Vucevic,points,15.5,NBA,Y,ok,15.5,nikola vucevic,main,0.00
underdog,Cam Thomas,points,12.5,NBA,N,line_diff,9.5,cam thomas,,
underdog,Nikola Vucevic,points,26.5,NBA,N,line_diff,15.5,nikola vucevic,,
underdog,Myles Turner,points,15.5,NBA,N,line_diff,9.5,myles turner,,
underdog,Nikola Vucevic,rebounds,8.5,NBA,N,line_diff,7.5,nikola vucevic,,
underdog,Myles Turner,rebounds,4.5,NBA,Y,ok,4.5,myles turner,main,0.00
underdog,Cam Thomas,rebounds,1.5,NBA,N,no_candidate,,,,
underdog,Cam Thomas,assists,1.5,NBA,N,no_candidate,,,,
